"","id","nps","satisfaction","intention","explication","NbPassageKS","CaTicket","t"
"5772",1961713,10,9,10,NA,3,182.85,3
"5773",1961787,10,10,10,"tant cliente r‚gulière peut être que vous pourriez mettre d'autres avantages en place. Cadeau anniversaire,...",42,11.25,3
"5774",1961897,8,8,10,NA,9,19.1,3
"5775",1961952,10,9,10,"PERSONNEL TRÔS SYMPATHIQUE.",6,52.44,3
"5776",1962316,9,9,9,NA,12,94.15,3
"5777",1962496,10,10,10,NA,4,80.3,3
"5778",1962586,9,9,9,NA,16,138.57,3
"5779",1962634,8,8,8,NA,3,133.15,3
"5780",1962774,8,8,8,NA,9,11.97,3
"5781",1962868,10,9,10,NA,4,6.95,3
"5782",1963102,10,9,10,NA,6,47.05,3
"5783",1963170,9,8,9,NA,4,39.29,3
"5784",1963289,7,9,7,"très bon accueil, personnel disponible et de bon conseil",1,25.31,3
"5785",1963394,10,9,10,"Votre produits sont tres bons, mais un petit peu chers",9,29.43,3
"5786",1963622,10,10,10,NA,1,20.95,3
"5787",1963679,8,6,7,"j'ai été un peu déçu d'un matériaux acheté lors de cette visite (‚corce de pin) mais sinon en général ça se passe bien.",2,79.29,3
"5788",1964099,8,7,8,NA,5,139.1,3
"5789",1964143,10,7,10,NA,5,194.84,3
"5790",1964463,8,8,8,NA,5,21.44,3
"5791",1964590,5,2,6,"cet-après midi botanic de sarg‚ (72) pour acheter des arômes de couleur (j'ai oubli‚ le nom) il y en a pas , a noter très peu de fleurs par rapport aux autres jardineries , il me semble que c'est la pleine saison .",10,22.4,3
"5792",1964677,10,10,10,NA,4,19.14,3
"5793",1964842,8,8,10,NA,10,-87.5,3
"5794",1964897,8,8,6,NA,7,77.71,3
"5795",1965002,10,10,10,NA,6,26.45,3
"5796",1965076,10,10,10,NA,5,29.85,3
"5797",1965198,9,5,9,NA,8,61.71,3
"5798",1965823,8,8,8,NA,2,37.18,3
"5799",1965861,7,6,9,"trop cher !!!!!",2,121.26,3
"5800",1965868,5,4,6,NA,2,129.86,3
"5801",1965933,5,10,10,"Baisse des prix",4,137.84,3
"5802",1965961,10,10,10,"Nous sommes enchant‚s par Botanic mais les prix restent ‚l‚v‚s",12,121.45,3
"5803",1966139,6,5,7,NA,15,27.9,3
"5804",1966485,9,8,10,NA,2,187.78,3
"5805",1966826,9,10,10,NA,8,14.74,3
"5806",1966911,5,3,6,"il est detestable de trouver dans les boites de grillons du moisi, des vers, des blattes, et bcp trop de morts, pour entretenir les grillons mettre de la nourriture seche et un coton d'eau merci plus d'achat tant que c comme ça",13,85.68,3
"5807",1966970,10,9,10,NA,3,154.02,3
"5808",1967003,10,8,10,NA,5,54.51,3
"5809",1967116,8,8,10,"Accueil et qualité de service toujours parfaite à Orl‚ans. Continuez !",16,14,3
"5810",1967149,10,10,10,"jetrouve certains produits que jene trouve pas ailleur",11,67.94,3
"5811",1967152,4,5,5,"trop cher !!!!!",1,60.07,3
"5812",1967279,7,7,7,"Plan du magasin scotch‚ sur le cady",6,32.9,3
"5813",1967567,1,1,1,"Tarif un peu élevé.",25,31.71,3
"5814",1967584,8,8,8,NA,1,22.95,3
"5815",1967739,9,8,10,NA,13,39.93,3
"5816",1967935,10,10,10,NA,2,78.35,3
"5817",1968272,10,8,10,"Très beau choix mais tarifs un peu élevés",5,59.88,3
"5818",1968519,8,8,8,"Etaler les jours de reduc car il m est impossible d en profiter le vendredi",17,9,3
"5819",1968620,10,10,10,"Il est urgent de r‚parer le fuite dans les toilettes !!! ;-)",1,4.15,3
"5820",1968678,10,8,10,NA,15,53.69,3
"5821",1968691,10,10,10,NA,4,17.89,3
"5822",1968996,5,5,6,NA,3,136.55,3
"5823",1969030,10,10,10,"jesuis toujours très bien servis.  Serviables et souriants.",6,142.16,3
"5824",1969221,8,9,8,NA,18,14.8,3
"5825",1969294,5,9,9,NA,4,121.22,3
"5826",1969342,9,8,9,NA,2,15.06,3
"5827",1969360,5,2,5,NA,11,11.9,3
"5828",1969714,7,7,7,NA,7,57.54,3
"5829",1969878,10,10,10,"jetrouve le concept des ateliers vraiment très intéressant et jeregrette qu il n y en ait pas plus souvent.",15,74.93,3
"5830",1969918,10,8,10,NA,3,61.9,3
"5831",1970003,8,9,10,NA,1,239.01,3
"5832",1970021,10,10,10,"L'accueil à Labège est toujours très agréable et professionnel. Les conseillers de vente sont des passionn‚s et très compétents.",5,96.79,3
"5833",1970076,9,9,9,NA,4,67.59,3
"5834",1970104,10,9,10,NA,5,156.49,3
"5835",1970292,7,7,10,NA,8,98.31,3
"5836",1970315,10,10,10,"Encore  plus d infos et d animations merci",21,14.2,3
"5837",1970600,9,9,9,NA,12,85.54,3
"5838",1970742,10,9,10,NA,12,44.53,3
"5839",1970772,9,8,8,NA,19,19.97,3
"5840",1970793,8,10,9,NA,4,-20.95,3
"5841",1970795,8,8,8,"Hier j'ai été très bien renseign‚ (c'était la 1ère fois)les dames ‚taient charmantes  il faudrai que ce soit tout le temps",2,179.74,3
"5842",1971155,9,9,9,NA,20,28.74,3
"5843",1971163,10,8,10,NA,4,21.05,3
"5844",1971418,8,3,9,"Entre midi et deux personne au rayon poissons jeme suis deplacee pour rien",8,18.12,3
"5845",1971453,7,5,8,"pas assez de vendeurs le we...",6,53,3
"5846",1971869,8,7,8,"baisser un peu les prix",11,1,3
"5847",1972046,8,7,8,NA,9,43.85,3
"5848",1972152,8,9,8,NA,31,12.85,3
"5849",1972839,10,8,10,NA,8,79.6,3
"5850",1972920,6,8,8,NA,13,80.17,3
"5851",1973048,10,10,10,NA,2,33.12,3
"5852",1973101,8,10,8,NA,3,346.24,3
"5853",1973366,10,10,10,NA,6,78.91,3
"5854",1973386,10,10,10,NA,8,139.83,3
"5855",1973539,NA,10,NA,NA,10,56.9,3
"5856",1973685,9,7,10,NA,5,153.89,3
"5857",1973775,8,7,8,NA,3,46.29,3
"5858",1973910,8,8,8,NA,26,43.45,3
"5859",1974241,9,8,10,"prix un peu élevés",2,193.03,3
"5860",1974366,10,9,10,NA,2,10.8,3
"5861",1974451,5,8,5,"Excellent collaborateur qui nous a très bien renseign‚  Par contre , sur une  dizaine de plantes achetées, une est déjefl‚trie et une s'est complètement d‚racin‚e en la rempotant, donc pas content des produits sur ces 2 exemples.  Prix nettement p",6,6.35,3
"5862",1974538,8,7,7,NA,3,10.96,3
"5863",1974804,7,8,8,NA,7,59.57,3
"5864",1974927,10,10,10,NA,17,9.45,3
"5865",1974936,6,6,6,"vendeurs pas toujours dispo et souvent inexp‚riment‚s en jardinage , conseils pas toujours adapt‚s à la région et à la situation prix élevés",6,9.95,3
"5866",1975063,10,9,10,NA,10,85.67,3
"5867",1975163,8,9,8,NA,9,65.35,3
"5868",1975332,8,7,8,NA,6,77.75,3
"5869",1975453,10,10,10,NA,20,9.98,3
"5870",1975458,10,10,10,NA,2,137.07,3
"5871",1975921,10,10,10,NA,7,258.21,3
"5872",1976171,10,7,10,"pas assez de choix dans les articles soumis à la clientèle.  attention aux prix qui me semblent assez élevés",13,138.49,3
"5873",1976553,8,8,8,NA,2,33.9,3
"5874",1976746,10,10,10,NA,4,33.86,3
"5875",1976881,8,8,8,NA,2,251.82,3
"5876",1977023,10,9,10,NA,1,161.24,3
"5877",1977417,10,9,10,NA,5,232.95,3
"5878",1977605,5,8,7,NA,3,14.5,3
"5879",1977766,8,10,10,NA,14,63.69,3
"5880",1977879,9,8,9,"Manque de choix dans les housses de protection pour les salons de jardin. Il n'y avait pas en rayon de housses pour les tables avec 6 chaines. Dommage !",1,73.18,3
"5881",1978073,7,8,8,NA,9,68.99,3
"5882",1978074,10,8,10,NA,1,154.7,3
"5883",1978099,8,10,8,"j'aimerais un rayon fleurs à la coupe...et davantage de pots et soucoupes à prix plus r‚duits...",11,27.85,3
"5884",1978378,10,10,10,NA,3,113.65,3
"5885",1978517,8,8,8,NA,11,28.74,3
"5886",1978858,10,8,10,"dommage la carte de fidélité est payante",7,41.8,3
"5887",1978899,10,10,10,"La carte Botanic est un peu chère",9,42.98,3
"5888",1978922,6,3,7,"magasin plus cher que j'rdiland attention a l affichage des prix qui ont queques fois des erreurs",15,104.59,3
"5889",1979135,9,10,9,NA,5,131.51,3
"5890",1979138,9,9,9,NA,9,43.69,3
"5891",1979140,9,8,5,NA,6,37.45,3
"5892",1979151,10,10,10,NA,1,124.17,3
"5893",1979701,9,8,10,NA,11,52.52,3
"5894",1979892,8,8,9,NA,21,12,3
"5895",1979893,10,9,9,NA,5,20.08,3
"5896",1979967,9,5,9,NA,8,14.35,3
"5897",1980148,8,8,10,NA,6,15.85,3
"5898",1980202,9,10,10,NA,3,152.87,3
"5899",1980624,1,2,1,NA,6,37.14,3
"5900",1980802,9,9,9,NA,22,91.35,3
"5901",1980945,8,10,8,"On m'a conseill‚ de prendre une carte de fidélité. Quand j'ai voulu bénéfici‚ d'une réduction, on m'a expliqué qu'il était pr‚f‚rable d'attendre un autre achat plus cons‚quent. Du coup, jen'ai j'mais eu de réduction. jene me ferai plus avoir !",12,22.05,3
"5902",1981193,9,9,9,NA,4,25.09,3
"5903",1981460,10,8,10,"youpi,a neuf heures du matin,il n y a personne!...et tout le personnel est la pour me guider dans mes achats:le reve!",4,58.95,3
"5904",1981975,10,10,10,NA,14,86.45,3
"5905",1982061,8,8,10,NA,1,74.09,3
"5906",1982344,10,10,10,NA,3,50.6,3
"5907",1982443,8,8,9,"C'est dommage que vous changiez chaque année de directeur animaux",2,193.77,3
"5908",1982501,NA,9,10,NA,4,82.32,3
"5909",1982638,9,9,9,NA,24,19.5,3
"5910",1982759,8,6,8,NA,4,23.49,3
"5911",1982813,9,9,8,NA,9,140.38,3
"5912",1982888,10,9,10,NA,2,51.08,3
"5913",1982895,10,10,10,"bons conseils",1,109.29,3
"5914",1982915,9,8,10,"Certains produits ne sont pas suivis. Par exemple, les coques de cacao qui me manquaient car j'en avais pris trop peu....",7,103.3,3
"5915",1982945,8,8,10,NA,14,-13.59,3
"5916",1983063,10,10,10,"les produits sont un peu trop chers",3,66.24,3
"5917",1983187,8,8,9,NA,11,69.9,3
"5918",1983348,10,8,10,NA,5,39.05,3
"5919",1983529,7,7,8,NA,6,126.42,3
"5920",1983976,10,10,10,NA,8,5.95,3
"5921",1984208,10,10,10,"Faire un effort sur les prix",21,56.15,3
"5922",1984345,6,6,7,"Puisque vous avez un positionnement développement durable pourquoi ne trouve t-on pas des bornes solaires à batteries remplaçables dans vos magasins? C'est dommage de trouver de trouver de beaux produits mais qui finalement ne dureront pas plus...",4,31.7,3
"5923",1984562,9,8,10,NA,8,122.1,3
"5924",1985216,10,10,10,NA,3,79.45,3
"5925",1985219,10,9,10,NA,10,42.7,3
"5926",1985326,8,10,10,NA,20,56.35,3
"5927",1985416,9,9,9,NA,15,27.25,3
"5928",1985485,10,10,10,NA,8,179.84,3
"5929",1985756,10,10,8,NA,1,103.54,3
"5930",1985882,10,9,10,NA,14,42.21,3
"5931",1985991,10,10,10,"En fin de saison, vous mettez en vente des plans ( tomates, poivrons, aubergines ) grandis en serres, certes onéreux mais très productifs.  Aujourd'hui nous n'en connaissons pas les qualités MERCI de nous les faire connaŒtre AU PLUS VITE",11,144.88,3
"5932",1985997,9,7,9,NA,7,57.56,3
"5933",1986079,4,5,5,"magasin trop cher",6,26.4,3
"5934",1986088,7,9,10,"magasin et personnel agréables",10,80.56,3
"5935",1986121,9,7,9,NA,5,91.99,3
"5936",1986124,10,10,10,"Tout est parfais!!!",8,150.52,3
"5937",1986424,10,10,10,NA,10,18.88,3
"5938",1987040,10,10,10,NA,29,30.12,3
"5939",1987417,6,7,7,"Attention prix trop élevés D‚sherbeur T‚lescopique Fiskars  moins cher chez Super U lors de la promo en  avril.",7,106.6,3
"5940",1987565,10,9,10,"Bonjour Nous entrons souvent dans votre magasin car nous sommes toujours accueillis avec le sourire. Nous trouvons toujours notre bonheur parmi les variétés de fleurs et d'arbustes de très bonne qualité qui sont souvent renouvel‚es.",8,5.94,3
"5941",1987594,10,10,10,NA,1,98.05,3
"5942",1987679,9,9,10,NA,2,309.49,3
"5943",1988031,8,4,8,"Les photos  des catalogues sont trompeuses ex: pour moi le h‚ron du catalogue na rien a voir , donc jene les pas acheté.",4,3.99,3
"5944",1988037,10,10,10,NA,10,16.65,3
"5945",1988152,9,9,9,NA,5,47.91,3
"5946",1988202,8,8,8,NA,3,61.7,3
"5947",1988355,7,7,6,"La carte de "" fidelite"" n'est plus valable par contre le retour des clients et le lusting des adressses mail quant a lui n'a pas expir‚... Finallement ca ne va que ds un sens.",1,110.96,3
"5948",1988812,10,10,10,NA,8,64.7,3
"5949",1988926,10,10,10,NA,8,47.69,3
"5950",1989588,NA,10,NA,NA,1,36.75,3
"5951",1989616,8,8,9,NA,5,46.15,3
"5952",1989732,8,8,9,NA,1,96.13,3
"5953",1989920,10,10,10,NA,15,177.43,3
"5954",1989929,8,10,8,NA,10,318.34,3
"5955",1990161,10,8,10,NA,12,109.34,3
"5956",1990255,10,10,10,NA,2,12.29,3
"5957",1990369,9,8,10,NA,7,64.49,3
"5958",1990433,8,8,10,NA,14,74.92,3
"5959",1990473,5,7,6,"peu satisfaite des produits achetés : 6 orchidées achetées déje4 ... hampes florales sèches en 2 semaines...................",6,24.24,3
"5960",1990522,8,8,8,"les promotions passent rarement directement en caisse il faut donc être vigilant et le dire à la caissière qui doit téléphoner pour vérifier",8,53.3,3
"5961",1990980,10,8,10,NA,15,108.87,3
"5962",1991132,5,1,9,"A la veille de Pƒques jetrouve décevant de trouver de rares coupes de fleurs extérieurs et en plus défrechis",10,45,3
"5963",1991246,10,10,10,NA,4,152.33,3
"5964",1991262,6,7,7,NA,6,89.96,3
"5965",1991459,8,7,8,NA,6,147.62,3
"5966",1991493,9,9,10,NA,2,51.93,3
"5967",1992097,8,10,10,"jetrouve que vos prix ont beaucoup augmenté",12,19.35,3
"5968",1992134,10,9,10,"PAS DE SUGGESTION A PROPOSER",4,69.69,3
"5969",1992180,10,8,10,NA,15,62.14,3
"5970",1992471,2,3,4,"jepense que votre carte de fidélité est mal    jepense que votre carr‚ de fidélité ne devrait pas avoir une date de p‚remption d un an C est p‚nible d avoir toujours a la renouveler",1,28,3
"5971",1992566,8,10,10,"Du fait du prix parfois assez élevéde certains articles fabriqués en Asie, jelimite mes achats à des produits locaux et ciblés.",12,22.8,3
"5972",1992989,8,7,8,NA,5,27.35,3
"5973",1993285,10,10,10,"j'appécie particulièrement l'accueil et la gentillesse du personnel !!!",38,27.35,3
"5974",1993367,10,10,10,NA,2,53.51,3
"5975",1993648,10,10,10,NA,8,77.82,3
"5976",1993968,8,10,10,NA,19,34.94,3
"5977",1994304,8,8,8,"Le magasin devrait ouvrir le dimanche, jour ou on fait le jardin comme les magasins de bricolage!!!!",3,44.55,3
"5978",1994513,9,8,9,NA,2,129.62,3
"5979",1994562,8,7,8,NA,9,7.95,3
"5980",1994610,6,5,10,NA,8,19.65,3
"5981",1994843,10,10,10,NA,10,24.25,3
"5982",1994850,9,10,10,NA,7,17.3,3
"5983",1994860,10,10,10,"un magasin qui reste dans l'ensemble très onéreux et c'est regrettable. mais, un très bon accueil.",12,66.24,3
"5984",1994872,8,7,7,NA,4,114.75,3
"5985",1994891,8,7,8,NA,3,176.76,3
"5986",1994999,10,10,8,"jedispose de 104 points sur ma carte fidélité, et j'attends toujours les bons d'achats de la part de Botanic !!!!",6,15.2,3
"5987",1995105,9,9,10,"Il y a des fois qu'on a besoin des  sacs pour les achats!",5,120.27,3
"5988",1995110,NA,10,10,NA,8,108.28,3
"5989",1995113,9,5,7,"jene trouve j'mais de terre à orchidées",1,23.85,3
"5990",1995952,10,9,10,NA,20,61.45,3
"5991",1996146,9,9,9,"Aujourd'hui, beaucoup de personnel donc peu d'attente aux caisses. C'était appréciables. Personnel souriant et sympathique.",9,141.96,3
"5992",1996160,9,8,9,NA,5,129.63,3
"5993",1996291,9,8,9,NA,2,506.1,3
"5994",1997262,10,9,10,NA,4,255.87,3
"5995",1997337,NA,8,8,NA,3,53.6,3
"5996",1997435,10,10,10,NA,5,20.59,3
"5997",1997673,8,7,8,NA,4,75.4,3
"5998",1998215,10,9,10,NA,9,56.59,3
"5999",1998671,10,10,10,NA,4,140.45,3
"6000",1998995,9,9,9,NA,5,51.53,3
"6001",1999119,5,5,10,"prix trop élevés",17,105.1,3
"6002",1999133,8,8,10,NA,10,116.9,3
"6003",1999159,10,10,10,NA,8,193.66,3
"6004",1999268,6,6,6,NA,6,-4.21,3
"6005",1999297,8,8,10,NA,6,93.62,3
"6006",1999465,10,10,10,NA,3,589.96,3
"6007",1999466,10,10,10,NA,12,26.35,3
"6008",1999760,9,9,10,NA,8,114.99,3
"6009",1999763,9,10,10,NA,11,61.4,3
"6010",1999988,10,9,10,"Avoir plus d'informations sur les plantes",28,30.75,3
"6011",2000041,9,9,9,NA,4,306.25,3
"6012",2000114,9,9,10,"Ce qui m'embête c'est quand jevois des produits alimentaires (hors votre nouveau marché bio) genre épicerie, biscuits, liquides, en plein soleil en été. L'alimentation ainsi que les produits vétérinaires devraient être protégés de la chaleur. Merci",28,37.85,3
"6013",2000287,10,10,10,NA,16,54.56,3
"6014",2000335,10,9,10,NA,10,6.39,3
"6015",2000352,6,6,6,NA,9,73.44,3
"6016",2000965,10,10,10,"Garder tous le sourire!",7,111.64,3
"6017",2000985,10,10,10,NA,2,385.75,3
"6018",2001113,10,10,9,NA,10,91.08,3
"6019",2001574,9,7,8,NA,11,73.44,3
"6020",2002213,8,8,9,NA,14,41.92,3
"6021",2002273,9,9,10,NA,6,246.92,3
"6022",2002345,10,9,10,NA,5,60.99,3
"6023",2002797,7,9,10,NA,1,93.39,3
"6024",2003235,9,7,10,NA,15,36.35,3
"6025",2003257,9,8,9,NA,6,-99.95,3
"6026",2003577,10,10,10,NA,10,1,3
"6027",2004065,8,9,10,NA,6,290.1,3
"6028",2004208,10,10,10,"jeviens chaque semaine dans le Botanic de Pujout (Avignon) Le rayon d'alimentation bio est très bien, les végétaux vendus sont de bonne qualité, les vendeurs(ses) sont accueillants et savent se rendre disponible. Merci et continuez !",58,6.35,3
"6029",2004241,10,10,10,"il serait intéressant de pouvoir se fournir en paillis ou BRF dans votre magasin pour r‚aliser un jardin potager BIOS suivant les m‚thode de CLAUDE BOURGUIGNON ing‚nieur agronome bios.                                               ******************",13,26.98,3
"6030",2004418,10,10,10,NA,3,31.72,3
"6031",2004689,10,10,10,NA,2,139.87,3
"6032",2004747,9,10,10,NA,3,194.61,3
"6033",2004810,6,6,6,"Magasin trop cher. 30% plus cher que son concurent..",12,-7.95,3
"6034",2004931,10,10,10,NA,5,58.86,3
"6035",2005010,10,10,10,NA,5,75.29,3
"6036",2005053,10,10,10,NA,16,121.09,3
"6037",2005783,8,7,10,NA,4,96.49,3
"6038",2006040,10,8,10,NA,7,73.54,3
"6039",2006122,7,6,7,NA,9,31.47,3
"6040",2006128,10,10,10,NA,4,18.6,3
"6041",2006380,NA,10,10,NA,4,147.1,3
"6042",2006446,9,9,9,"Non,tout va bien.Merci.",8,6.38,3
"6043",2006522,9,8,9,NA,11,41,3
"6044",2006628,9,9,10,NA,12,55.02,3
"6045",2006714,8,10,10,"Magasin de la seyne sur mer personnels très serviables",12,-26.96,3
"6046",2006835,NA,10,10,NA,1,101.79,3
"6047",2007005,10,10,10,NA,20,39.63,3
"6048",2007040,9,8,9,NA,2,112.37,3
"6049",2007200,9,7,10,NA,13,68.82,3
"6050",2007625,8,8,10,NA,9,29.95,3
"6051",2007655,10,9,10,"veiller aux ruptures de stock, il ne me parait pas bon que le client et la personne travaillant dans le rayon découvrent en même temps qu'un produit du catalogue ""prix éco"" est en rupture.",5,98.32,3
"6052",2007785,10,10,10,NA,18,16.17,3
"6053",2008095,8,8,8,NA,4,153.21,3
"6054",2008144,8,7,10,NA,13,42.78,3
"6055",2008228,8,8,8,NA,3,106.1,3
"6056",2008351,10,10,10,NA,1,109.36,3
"6057",2008500,8,6,8,NA,14,48.65,3
"6058",2008544,10,10,10,NA,5,62.79,3
"6059",2009038,8,8,9,NA,38,57.37,3
"6060",2009093,10,7,10,NA,3,43.79,3
"6061",2009138,8,8,9,"l'affichage des prix n'est pas toujours tres clair (surtout dans le cas de promotion).",8,49.34,3
"6062",2009143,5,5,7,"Vous avez un problème de stockage de référence produit, on achète un produit et le mois suivant on revient acheter le même mais il n'est plus en rayon? Et cela sur différents produits.",3,178.8,3
"6063",2009817,8,7,8,NA,3,-0.67,3
"6064",2009877,10,9,10,NA,10,-300,3
"6065",2010018,8,10,10,NA,13,55.9,3
"6066",2010320,10,7,10,NA,2,77.84,3
"6067",2010518,10,8,10,NA,7,56,3
"6068",2010519,10,10,10,NA,12,4.99,3
"6069",2010534,10,10,10,NA,10,74.9,3
"6070",2010688,9,8,10,NA,11,79.55,3
"6071",2010696,8,8,8,NA,3,39.35,3
"6072",2011575,10,10,10,NA,2,77.46,3
"6073",2011728,10,10,10,NA,7,26,3
"6074",2011800,9,9,10,NA,22,14.99,3
"6075",2011947,10,9,9,"un plan à l'entrée en indiquant les différents espaces",7,61.39,3
"6076",2011983,8,6,10,"Mieux suivre les stocks! Il y a trop de manque dans les rayons, trop souvent! Lorsque l'on vient chercher un produit que vous tenez dans votre assortiment, le rayon ne doit pas être vide 2fois sur 3!",14,41.6,3
"6077",2012038,8,8,8,NA,4,25.12,3
"6078",2012273,10,10,10,"j'ste un d‚tail qui a tout de même son importance: les prix sont un peu élevés",7,61.2,3
"6079",2012300,10,10,10,NA,6,28.53,3
"6080",2012310,8,10,8,NA,9,88.32,3
"6081",2012377,9,8,10,NA,16,122.85,3
"6082",2012410,9,9,9,"PERSONNEL TRES AGREABLE ET A L'ECOUTE",10,54.5,3
"6083",2012484,8,8,8,NA,12,22.5,3
"6084",2012513,5,5,4,"jetrouve que c'est un peu chère par rapport à d'autre magasin semblable",3,117.85,3
"6085",2012568,7,9,10,NA,4,44.17,3
"6086",2012587,10,10,10,NA,6,23.18,3
"6087",2012817,9,10,10,NA,5,87.34,3
"6088",2012833,9,9,10,NA,6,12.95,3
"6089",2012944,10,10,10,NA,2,15,3
"6090",2013089,10,10,10,NA,17,49.95,3
"6091",2013241,8,7,8,NA,3,21.8,3
"6092",2013822,8,9,10,NA,22,18.33,3
"6093",2013841,7,7,7,NA,2,211.65,3
"6094",2013896,10,9,10,"Vous êtes cher comparé aux autres jardineries",8,135.53,3
"6095",2014022,NA,9,10,"Am‚nager le parking afin de limiter la vitesse de circulation.....",37,11.09,3
"6096",2014070,8,5,8,NA,7,86.17,3
"6097",2014337,9,9,10,"PAS ASSEZ DE MAGASINS EN REGION PACA   HABITANT ANTIBES LE PLUS ROCHE EST 0 PLUS DE 20 KMS ( MOUANS SARTOUX )",2,30.6,3
"6098",2014697,6,3,6,NA,5,80.76,3
"6099",2015193,9,10,10,NA,12,133.51,3
"6100",2015550,10,8,10,NA,12,29.9,3
"6101",2016215,10,10,10,NA,5,104.39,3
"6102",2016318,7,8,7,NA,2,24.34,3
"6103",2016344,10,10,10,NA,14,56.19,3
"6104",2016362,8,8,10,"plus de vendeurs qualifi‚s pour répondre aux questions et conseiller.",26,49.01,3
"6105",2016396,10,7,10,"jetrouve que les prix ont fortement augmenté, dommage cela limite un peu les achats",8,40.62,3
"6106",2016784,7,5,7,"Gamme outillage de jardin trop r‚duite.",8,198.99,3
"6107",2016789,9,3,9,NA,9,53.04,3
"6108",2017264,10,9,10,NA,4,91.3,3
"6109",2017944,8,7,10,NA,6,49,3
"6110",2018111,10,9,10,"jen'ai pas trouvé de moustiquaire mais j'ai trouvé les plantes que jecherchais. Le magasin est très ag‚able et j'aime sa diversit‚.",4,78.96,3
"6111",2018156,6,7,7,"jeme demande à quoi sert la carte, ce n'est jamais le moment ,  et vous êtes un peu radin sur des réductions",4,83.64,3
"6112",2018331,8,8,8,"TARIF PLUS ATTRACTIF CAR ENCORE CHER SUR CERTAINS PRODUITS",1,104.53,3
"6113",2018415,8,8,8,NA,3,65.24,3
"6114",2018650,8,8,9,NA,11,40.7,3
"6115",2018848,9,7,10,NA,6,80.93,3
"6116",2018867,8,6,7,NA,13,33.03,3
"6117",2019017,10,10,10,NA,6,17.3,3
"6118",2019522,10,8,10,NA,29,48.09,3
"6119",2020046,7,6,10,NA,20,57.07,3
"6120",2020329,7,9,10,NA,13,20.95,3
"6121",2020344,10,10,10,NA,19,82.72,3
"6122",2020377,8,6,8,NA,13,53.19,3
"6123",2020613,8,7,8,"trop d'attente a la caisse, j'ai attendu plus longtemps aux caisses que le temps de faire mes achats",2,38.94,3
"6124",2020617,9,7,9,NA,16,24.95,3
"6125",2020697,9,9,9,NA,17,10.4,3
"6126",2021308,10,8,10,NA,23,62.1,3
"6127",2021763,9,8,9,NA,11,5.19,3
"6128",2021823,9,7,10,NA,6,20,3
"6129",2021925,9,8,10,"parking du magasin d'‚cully un peut trop petit.",8,43.31,3
"6130",2021985,9,9,10,NA,6,58.7,3
"6131",2022128,10,8,10,"Le personnel était peu nombreux le jour de ma visite et  on court après un vendeur pour un renseignement ou un service. De plus, les prix sont quand même assez élevés..",1,99.51,3
"6132",2022170,5,10,7,NA,12,15.98,3
"6133",2022176,6,5,10,"La dernière fois, il n'y avait plus toutes les variétés proposées en promotion. j'aime beaucoup l'ambiance de votre magasin, les produits sont de bonnes qualités mais cela ne j'stifie pas toujours des prix que jetrouve parfois excessifs.",11,9,3
"6134",2022251,7,8,8,"Les prix",15,36.55,3
"6135",2022302,9,9,9,NA,14,82.1,3
"6136",2022531,10,10,10,NA,10,9.99,3
"6137",2022610,10,10,10,NA,25,39.9,3
"6138",2022619,10,8,10,"présentation au top, excellent service client, atmosphère qui donne envie, mais... prix extrêmement élevés comparés à d'autres jardineries moins... sexy!",3,89.77,3
"6139",2022622,9,9,9,NA,14,5.79,3
"6140",2023251,10,10,10,NA,4,32.82,3
"6141",2023344,10,10,10,NA,24,3.95,3
"6142",2023372,8,8,10,NA,12,51.45,3
"6143",2023465,10,10,10,NA,2,116.63,3
"6144",2023650,10,10,10,NA,4,58.1,3
"6145",2023659,8,7,3,NA,1,48.68,3
"6146",2023851,10,10,10,NA,14,36.85,3
"6147",2023917,10,10,10,NA,11,94.93,3
"6148",2023921,5,2,10,"Problème de disponibilité au niveau des croquettes pour chien EUKANUBA ADULTE LARGE BREED et jene pense pas toujours a commander ce qui me force a acheter un petit sac et de revenir pour racheter le grand dès disponibilité",10,21.3,3
"6149",2024012,10,10,10,"Continuez avec votre approche bio et durable excluant tout pesticide dits produits phyto sanitaires!!! jen'ai eu qu'à me f‚liciter de l'inrtoduction de larves de coccinelles pour lutter contre les pucerons.",3,58.5,3
"6150",2024106,10,10,10,NA,5,123.16,3
"6151",2024147,10,10,10,NA,2,62.29,3
"6152",2024440,10,10,10,NA,5,6.38,3
"6153",2024474,7,6,7,"la réduction 15% accord‚e aux membres ne dure qu'une journée, un vendredi, et ce délai est très court pour en profiter, surtout quand on travaille ! pas toujours facile de se rendre disponible....",5,17.9,3
"6154",2024627,10,9,10,NA,3,38.6,3
"6155",2024841,10,10,10,NA,20,28,3
"6156",2024879,10,8,10,NA,12,23.72,3
"6157",2024979,10,10,10,"R.A.S.   MERCI.",5,24.75,3
"6158",2025155,10,8,10,NA,11,19.9,3
"6159",2025201,9,9,9,NA,6,76.39,3
"6160",2025244,10,10,10,NA,14,27.97,3
"6161",2025264,10,7,10,NA,19,76.44,3
"6162",2025359,10,10,10,NA,14,65.85,10
"6163",2025492,10,10,10,NA,7,31.95,3
"6164",2025665,10,10,10,NA,1,109.79,3
"6165",2025673,5,5,5,NA,7,19.85,3
"6166",2025755,10,10,10,NA,5,61.95,3
"6167",2025802,8,8,7,NA,8,19.9,3
"6168",2025828,10,10,10,NA,19,32.2,3
